Land;AGS;lfdNr;ort_alt
Rheinland-Pfalz;07;1103;koblenz am rhein
Rheinland-Pfalz;07;1104;bad breisig
Rheinland-Pfalz;07;1105;bad neuenahr-ahrweiler
Rheinland-Pfalz;07;1106;remagen
Rheinland-Pfalz;07;1107;sinzig rhein
Rheinland-Pfalz;07;1108;grafschaft
Rheinland-Pfalz;07;1109;betzdorf
Rheinland-Pfalz;07;1110;daaden
Rheinland-Pfalz;07;1111;hamm sieg
Rheinland-Pfalz;07;1112;kirchen sieg
Rheinland-Pfalz;07;1113;mudersbach sieg
Rheinland-Pfalz;07;1114;wissen
Rheinland-Pfalz;07;1115;altenkirchen westerwald
Rheinland-Pfalz;07;1116;bad kreuznach
Rheinland-Pfalz;07;1117;kirn nahe
Rheinland-Pfalz;07;1118;langenlonsheim
Rheinland-Pfalz;07;1119;stromberg hunsrück
Rheinland-Pfalz;07;1120;bad sobernheim
Rheinland-Pfalz;07;1121;baumholder
Rheinland-Pfalz;07;1122;birkenfeld nahe
Rheinland-Pfalz;07;1123;idar-oberstein
Rheinland-Pfalz;07;1124;cochem
Rheinland-Pfalz;07;1125;kaisersesch
Rheinland-Pfalz;07;1126;ulmen
Rheinland-Pfalz;07;1127;zell mosel
Rheinland-Pfalz;07;1128;andernach
Rheinland-Pfalz;07;1129;kruft
Rheinland-Pfalz;07;1130;mendig
Rheinland-Pfalz;07;1131;mayen
Rheinland-Pfalz;07;1132;ochtendung
Rheinland-Pfalz;07;1133;plaidt
Rheinland-Pfalz;07;1134;polch
Rheinland-Pfalz;07;1135;bendorf rhein
Rheinland-Pfalz;07;1136;kettig bei koblenz
Rheinland-Pfalz;07;1137;kobern-gondorf
Rheinland-Pfalz;07;1138;mülheim-kärlich
Rheinland-Pfalz;07;1139;urbar
Rheinland-Pfalz;07;1140;urmitz rhein
Rheinland-Pfalz;07;1141;weißenthurm
Rheinland-Pfalz;07;1142;vallendar
Rheinland-Pfalz;07;1143;münstermaifeld
Rheinland-Pfalz;07;1144;asbach westerwald
Rheinland-Pfalz;07;1145;bad hönningen
Rheinland-Pfalz;07;1146;dierdorf
Rheinland-Pfalz;07;1147;linz am rhein
Rheinland-Pfalz;07;1148;neustadt wied
Rheinland-Pfalz;07;1149;neuwied
Rheinland-Pfalz;07;1150;rheinbrohl
Rheinland-Pfalz;07;1151;emmelshausen
Rheinland-Pfalz;07;1152;kastellaun
Rheinland-Pfalz;07;1153;kirchberg hunsrück
Rheinland-Pfalz;07;1154;rheinböllen
Rheinland-Pfalz;07;1155;simmern hunsrück
Rheinland-Pfalz;07;1156;boppard
Rheinland-Pfalz;07;1157;bad ems
Rheinland-Pfalz;07;1158;diez
Rheinland-Pfalz;07;1159;lahnstein
Rheinland-Pfalz;07;1160;nastätten
Rheinland-Pfalz;07;1161;nassau lahn
Rheinland-Pfalz;07;1162;höhr-grenzhausen
Rheinland-Pfalz;07;1163;montabaur
Rheinland-Pfalz;07;1164;ransbach-baumbach
Rheinland-Pfalz;07;1165;wirges
Rheinland-Pfalz;07;1166;bad marienberg westerwald
Rheinland-Pfalz;07;1167;hachenburg
Rheinland-Pfalz;07;1168;rennerod
Rheinland-Pfalz;07;1169;westerburg westerwald
Rheinland-Pfalz;07;1170;trier
Rheinland-Pfalz;07;1171;bernkastel-kues
Rheinland-Pfalz;07;1172;traben-trarbach
Rheinland-Pfalz;07;1173;wittlich
Rheinland-Pfalz;07;1174;bitburg
Rheinland-Pfalz;07;1175;speicher
Rheinland-Pfalz;07;1176;prüm
Rheinland-Pfalz;07;1177;gerolstein
Rheinland-Pfalz;07;1178;daun
Rheinland-Pfalz;07;1179;hermeskeil
Rheinland-Pfalz;07;1180;konz
Rheinland-Pfalz;07;1181;saarburg
Rheinland-Pfalz;07;1182;schweich
Rheinland-Pfalz;07;1183;trierweiler
Rheinland-Pfalz;07;1184;frankenthal pfalz
Rheinland-Pfalz;07;1185;kaiserslautern
Rheinland-Pfalz;07;1186;landau in der pfalz
Rheinland-Pfalz;07;1187;mainz
Rheinland-Pfalz;07;1188;ludwigshafen am rhein
Rheinland-Pfalz;07;1189;neustadt an der weinstraße
Rheinland-Pfalz;07;1190;speyer
Rheinland-Pfalz;07;1191;pirmasens
Rheinland-Pfalz;07;1192;worms
Rheinland-Pfalz;07;1193;zweibrücken
Rheinland-Pfalz;07;1194;alzey
Rheinland-Pfalz;07;1195;gau-odernheim
Rheinland-Pfalz;07;1196;osthofen
Rheinland-Pfalz;07;1197;saulheim
Rheinland-Pfalz;07;1198;westhofen rheinhessen
Rheinland-Pfalz;07;1199;wöllstein rheinhessen
Rheinland-Pfalz;07;1200;wörrstadt
Rheinland-Pfalz;07;1201;bad dürkheim
Rheinland-Pfalz;07;1202;deidesheim
Rheinland-Pfalz;07;1203;freinsheim
Rheinland-Pfalz;07;1204;grünstadt
Rheinland-Pfalz;07;1205;haßloch
Rheinland-Pfalz;07;1206;lambrecht pfalz
Rheinland-Pfalz;07;1207;meckenheim pfalz
Rheinland-Pfalz;07;1208;wachenheim an der weinstraße
Rheinland-Pfalz;07;1209;eisenberg pfalz
Rheinland-Pfalz;07;1210;göllheim
Rheinland-Pfalz;07;1211;kirchheimbolanden
Rheinland-Pfalz;07;1212;winnweiler
Rheinland-Pfalz;07;1213;rockenhausen
Rheinland-Pfalz;07;1214;bellheim
Rheinland-Pfalz;07;1215;germersheim
Rheinland-Pfalz;07;1216;hagenbach pfalz
Rheinland-Pfalz;07;1217;jockgrim
Rheinland-Pfalz;07;1218;kandel
Rheinland-Pfalz;07;1219;rheinzabern
Rheinland-Pfalz;07;1220;rülzheim
Rheinland-Pfalz;07;1221;wörth am rhein
Rheinland-Pfalz;07;1222;bruchmühlbach-miesau
Rheinland-Pfalz;07;1223;enkenbach-alsenborn
Rheinland-Pfalz;07;1224;hochspeyer
Rheinland-Pfalz;07;1225;landstuhl
Rheinland-Pfalz;07;1226;mehlingen
Rheinland-Pfalz;07;1227;otterberg
Rheinland-Pfalz;07;1228;ramstein-miesenbach
Rheinland-Pfalz;07;1229;rodenbach kreis kaiserslautern
Rheinland-Pfalz;07;1230;trippstadt
Rheinland-Pfalz;07;1231;weilerbach
Rheinland-Pfalz;07;1232;kusel
Rheinland-Pfalz;07;1233;schönenberg-kübelberg
Rheinland-Pfalz;07;1234;waldmohr
Rheinland-Pfalz;07;1235;bad bergzabern
Rheinland-Pfalz;07;1236;billigheim-ingenheim
Rheinland-Pfalz;07;1237;edenkoben
Rheinland-Pfalz;07;1238;herxheim bei landau pfalz
Rheinland-Pfalz;07;1239;offenbach an der queich
Rheinland-Pfalz;07;1240;annweiler am trifels
Rheinland-Pfalz;07;1241;altrip
Rheinland-Pfalz;07;1242;beindersheim
Rheinland-Pfalz;07;1243;bobenheim-roxheim
Rheinland-Pfalz;07;1244;böhl-iggelheim
Rheinland-Pfalz;07;1245;dannstadt-schauernheim
Rheinland-Pfalz;07;1246;dudenhofen pfalz
Rheinland-Pfalz;07;1247;limburgerhof
Rheinland-Pfalz;07;1248;maxdorf
Rheinland-Pfalz;07;1249;mutterstadt
Rheinland-Pfalz;07;1250;neuhofen pfalz
Rheinland-Pfalz;07;1251;römerberg pfalz
Rheinland-Pfalz;07;1252;otterstadt
Rheinland-Pfalz;07;1253;schifferstadt
Rheinland-Pfalz;07;1254;bingen am rhein
Rheinland-Pfalz;07;1255;bodenheim rhein
Rheinland-Pfalz;07;1256;budenheim
Rheinland-Pfalz;07;1257;gau-algesheim
Rheinland-Pfalz;07;1258;gensingen
Rheinland-Pfalz;07;1259;guntersblum
Rheinland-Pfalz;07;1260;ingelheim am rhein
Rheinland-Pfalz;07;1261;nackenheim
Rheinland-Pfalz;07;1262;nieder-olm
Rheinland-Pfalz;07;1263;nierstein
Rheinland-Pfalz;07;1264;ober-olm
Rheinland-Pfalz;07;1265;oppenheim
Rheinland-Pfalz;07;1266;sprendlingen rheinhessen
Rheinland-Pfalz;07;1267;waldalgesheim
Rheinland-Pfalz;07;1268;dahn
Rheinland-Pfalz;07;1269;hauenstein pfalz
Rheinland-Pfalz;07;1270;lemberg pfalz
Rheinland-Pfalz;07;1271;rodalben
Rheinland-Pfalz;07;1272;thaleischweiler-fröschen
Rheinland-Pfalz;07;1273;waldfischbach-burgalben
Rheinland-Pfalz;07;1274;contwig
Baden-Württenberg;08;1275;stuttgart
Baden-Württenberg;08;1276;aidlingen württemberg
Baden-Württenberg;08;1277;altdorf kreis böblingen
Baden-Württenberg;08;1278;böblingen
Baden-Württenberg;08;1279;deckenpfronn
Baden-Württenberg;08;1280;gärtringen
Baden-Württenberg;08;1281;gäufelden
Baden-Württenberg;08;1282;herrenberg
Baden-Württenberg;08;1283;holzgerlingen
Baden-Württenberg;08;1284;leonberg württemberg
Baden-Württenberg;08;1285;magstadt
Baden-Württenberg;08;1286;renningen
Baden-Württenberg;08;1287;rutesheim
Baden-Württenberg;08;1288;schönaich württemberg
Baden-Württenberg;08;1289;sindelfingen
Baden-Württenberg;08;1290;steinenbronn württemberg
Baden-Württenberg;08;1291;waldenbuch
Baden-Württenberg;08;1292;weil der stadt
Baden-Württenberg;08;1293;weil im schönbuch
Baden-Württenberg;08;1294;jettingen württemberg
Baden-Württenberg;08;1295;altbach württemberg
Baden-Württenberg;08;1296;baltmannsweiler
Baden-Württenberg;08;1297;beuren bei nürtingen
Baden-Württenberg;08;1298;deizisau
Baden-Württenberg;08;1299;denkendorf württemberg
Baden-Württenberg;08;1300;dettingen unter teck
Baden-Württenberg;08;1301;esslingen am neckar
Baden-Württenberg;08;1302;frickenhausen württemberg
Baden-Württenberg;08;1303;großbettlingen
Baden-Württenberg;08;1304;hochdorf bei plochingen
Baden-Württenberg;08;1305;kirchheim unter teck
Baden-Württenberg;08;1306;köngen
Baden-Württenberg;08;1307;neuffen
Baden-Württenberg;08;1308;neuhausen auf den fildern
Baden-Württenberg;08;1309;nürtingen
Baden-Württenberg;08;1310;plochingen
Baden-Württenberg;08;1311;reichenbach an der fils
Baden-Württenberg;08;1312;weilheim an der teck
Baden-Württenberg;08;1313;unterensingen
Baden-Württenberg;08;1314;wendlingen am neckar
Baden-Württenberg;08;1315;wernau neckar
Baden-Württenberg;08;1316;wolfschlugen
Baden-Württenberg;08;1317;aichwald
Baden-Württenberg;08;1318;filderstadt
Baden-Württenberg;08;1319;leinfelden-echterdingen
Baden-Württenberg;08;1320;ostfildern
Baden-Württenberg;08;1321;aichtal
Baden-Württenberg;08;1322;bad überkingen
Baden-Württenberg;08;1323;bad boll
Baden-Württenberg;08;1324;deggingen
Baden-Württenberg;08;1325;donzdorf
Baden-Württenberg;08;1326;ebersbach an der fils
Baden-Württenberg;08;1327;eislingen fils
Baden-Württenberg;08;1328;geislingen an der steige
Baden-Württenberg;08;1329;göppingen
Baden-Württenberg;08;1330;kuchen fils
Baden-Württenberg;08;1331;rechberghausen
Baden-Württenberg;08;1332;salach
Baden-Württenberg;08;1333;schlierbach württemberg
Baden-Württenberg;08;1334;süßen
Baden-Württenberg;08;1335;uhingen
Baden-Württenberg;08;1336;wäschenbeuren
Baden-Württenberg;08;1337;wangen kreis göppingen
Baden-Württenberg;08;1338;asperg
Baden-Württenberg;08;1339;benningen am neckar
Baden-Württenberg;08;1340;besigheim
Baden-Württenberg;08;1341;bönnigheim
Baden-Württenberg;08;1342;ditzingen
Baden-Württenberg;08;1343;gerlingen
Baden-Württenberg;08;1344;großbottwar
Baden-Württenberg;08;1345;hemmingen württemberg
Baden-Württenberg;08;1346;kirchheim am neckar
Baden-Württenberg;08;1347;kornwestheim
Baden-Württenberg;08;1348;löchgau
Baden-Württenberg;08;1349;ludwigsburg württemberg
Baden-Württenberg;08;1350;marbach am neckar
Baden-Württenberg;08;1351;markgröningen
Baden-Württenberg;08;1352;möglingen kreis ludwigsburg württemberg
Baden-Württenberg;08;1353;pleidelsheim
Baden-Württenberg;08;1354;steinheim an der murr
Baden-Württenberg;08;1355;tamm
Baden-Württenberg;08;1356;vaihingen an der enz
Baden-Württenberg;08;1357;sachsenheim württemberg
Baden-Württenberg;08;1358;freiberg am neckar
Baden-Württenberg;08;1359;bietigheim-bissingen
Baden-Württenberg;08;1360;korntal-münchingen
Baden-Württenberg;08;1361;remseck am neckar
Baden-Württenberg;08;1362;alfdorf
Baden-Württenberg;08;1363;allmersbach im tal
Baden-Württenberg;08;1364;auenwald
Baden-Württenberg;08;1365;backnang
Baden-Württenberg;08;1366;fellbach
Baden-Württenberg;08;1367;korb
Baden-Württenberg;08;1368;leutenbach württemberg
Baden-Württenberg;08;1369;murrhardt
Baden-Württenberg;08;1370;oppenweiler
Baden-Württenberg;08;1371;plüderhausen
Baden-Württenberg;08;1372;rudersberg württemberg
Baden-Württenberg;08;1373;schorndorf württemberg
Baden-Württenberg;08;1374;schwaikheim
Baden-Württenberg;08;1375;urbach rems
Baden-Württenberg;08;1376;waiblingen
Baden-Württenberg;08;1377;welzheim
Baden-Württenberg;08;1378;winnenden
Baden-Württenberg;08;1379;winterbach bei schorndorf württemberg
Baden-Württenberg;08;1380;berglen
Baden-Württenberg;08;1381;remshalden
Baden-Württenberg;08;1382;weinstadt
Baden-Württenberg;08;1383;kernen im remstal
Baden-Württenberg;08;1384;heilbronn neckar
Baden-Württenberg;08;1385;bad friedrichshall
Baden-Württenberg;08;1386;bad wimpfen
Baden-Württenberg;08;1387;beilstein
Baden-Württenberg;08;1388;brackenheim
Baden-Württenberg;08;1389;eppingen
Baden-Württenberg;08;1390;erlenbach kreis heilbronn neckar
Baden-Württenberg;08;1391;flein
Baden-Württenberg;08;1392;gemmingen
Baden-Württenberg;08;1393;güglingen
Baden-Württenberg;08;1394;gundelsheim württemberg
Baden-Württenberg;08;1395;ilsfeld
Baden-Württenberg;08;1396;kirchardt
Baden-Württenberg;08;1397;lauffen am neckar
Baden-Württenberg;08;1398;leingarten
Baden-Württenberg;08;1399;möckmühl
Baden-Württenberg;08;1400;neckarsulm
Baden-Württenberg;08;1401;neckarwestheim
Baden-Württenberg;08;1402;nordheim württemberg
Baden-Württenberg;08;1403;oedheim
Baden-Württenberg;08;1404;schwaigern
Baden-Württenberg;08;1405;untergruppenbach
Baden-Württenberg;08;1406;weinsberg
Baden-Württenberg;08;1407;wüstenrot
Baden-Württenberg;08;1408;bretzfeld
Baden-Württenberg;08;1409;ingelfingen
Baden-Württenberg;08;1410;krautheim jagst
Baden-Württenberg;08;1411;künzelsau
Baden-Württenberg;08;1412;kupferzell
Baden-Württenberg;08;1413;niedernhall
Baden-Württenberg;08;1414;öhringen
Baden-Württenberg;08;1415;bühlertann
Baden-Württenberg;08;1416;crailsheim
Baden-Württenberg;08;1417;gaildorf
Baden-Württenberg;08;1418;mainhardt
Baden-Württenberg;08;1419;michelfeld kreis schwäbisch hall
Baden-Württenberg;08;1420;satteldorf
Baden-Württenberg;08;1421;schrozberg
Baden-Württenberg;08;1422;schwäbisch hall
Baden-Württenberg;08;1423;bad mergentheim
Baden-Württenberg;08;1424;boxberg baden
Baden-Württenberg;08;1425;creglingen
Baden-Württenberg;08;1426;großrinderfeld
Baden-Württenberg;08;1427;grünsfeld
Baden-Württenberg;08;1428;igersheim
Baden-Württenberg;08;1429;königheim
Baden-Württenberg;08;1430;tauberbischofsheim
Baden-Württenberg;08;1431;weikersheim
Baden-Württenberg;08;1432;wertheim
Baden-Württenberg;08;1433;lauda-königshofen
Baden-Württenberg;08;1434;gerstetten
Baden-Württenberg;08;1435;giengen an der brenz
Baden-Württenberg;08;1436;heidenheim an der brenz
Baden-Württenberg;08;1437;herbrechtingen
Baden-Württenberg;08;1438;königsbronn
Baden-Württenberg;08;1439;nattheim
Baden-Württenberg;08;1440;sontheim an der brenz
Baden-Württenberg;08;1441;steinheim am albuch
Baden-Württenberg;08;1442;abtsgmünd
Baden-Württenberg;08;1443;bopfingen
Baden-Württenberg;08;1444;ellwangen jagst
Baden-Württenberg;08;1445;essingen württemberg
Baden-Württenberg;08;1446;heubach
Baden-Württenberg;08;1447;lorch württemberg
Baden-Württenberg;08;1448;mutlangen
Baden-Württenberg;08;1449;oberkochen
Baden-Württenberg;08;1450;schwäbisch gmünd
Baden-Württenberg;08;1451;aalen
Baden-Württenberg;08;1452;westhausen württemberg
Baden-Württenberg;08;1453;baden-baden
Baden-Württenberg;08;1454;karlsruhe
Baden-Württenberg;08;1455;bretten
Baden-Württenberg;08;1456;bruchsal
Baden-Württenberg;08;1457;ettlingen
Baden-Württenberg;08;1458;forst baden
Baden-Württenberg;08;1459;hambrücken
Baden-Württenberg;08;1460;kronau baden
Baden-Württenberg;08;1461;malsch kreis karlsruhe
Baden-Württenberg;08;1462;marxzell
Baden-Württenberg;08;1463;oberderdingen
Baden-Württenberg;08;1464;östringen
Baden-Württenberg;08;1465;philippsburg
Baden-Württenberg;08;1466;ubstadt-weiher
Baden-Württenberg;08;1467;walzbachtal
Baden-Württenberg;08;1468;weingarten baden
Baden-Württenberg;08;1469;karlsbad
Baden-Württenberg;08;1470;kraichtal
Baden-Württenberg;08;1471;sulzfeld baden
Baden-Württenberg;08;1472;graben-neudorf
Baden-Württenberg;08;1473;bad schönborn
Baden-Württenberg;08;1474;pfinztal
Baden-Württenberg;08;1475;eggenstein-leopoldshafen
Baden-Württenberg;08;1476;karlsdorf-neuthard
Baden-Württenberg;08;1477;linkenheim-hochstetten
Baden-Württenberg;08;1478;waghäusel
Baden-Württenberg;08;1479;oberhausen-rheinhausen
Baden-Württenberg;08;1480;rheinstetten
Baden-Württenberg;08;1481;stutensee
Baden-Württenberg;08;1482;waldbronn
Baden-Württenberg;08;1483;dettenheim
Baden-Württenberg;08;1484;au am rhein
Baden-Württenberg;08;1485;bietigheim baden
Baden-Württenberg;08;1486;bühl baden
Baden-Württenberg;08;1487;bühlertal
Baden-Württenberg;08;1488;durmersheim
Baden-Württenberg;08;1489;forbach
Baden-Württenberg;08;1490;gaggenau
Baden-Württenberg;08;1491;gernsbach
Baden-Württenberg;08;1492;iffezheim
Baden-Württenberg;08;1493;kuppenheim
Baden-Württenberg;08;1494;rastatt
Baden-Württenberg;08;1495;sinzheim bei baden-baden
Baden-Württenberg;08;1496;heidelberg
Baden-Württenberg;08;1497;adelsheim
Baden-Württenberg;08;1498;mannheim
Baden-Württenberg;08;1499;aglasterhausen
Baden-Württenberg;08;1500;buchen odenwald
Baden-Württenberg;08;1501;hardheim odenwald
Baden-Württenberg;08;1502;mosbach baden
Baden-Württenberg;08;1503;mudau
Baden-Württenberg;08;1504;seckach
Baden-Württenberg;08;1505;walldürn
Baden-Württenberg;08;1506;schefflenz
Baden-Württenberg;08;1507;waldbrunn odenwald
Baden-Württenberg;08;1508;bammental
Baden-Württenberg;08;1509;brühl baden
Baden-Württenberg;08;1510;dielheim
Baden-Württenberg;08;1511;dossenheim
Baden-Württenberg;08;1512;eberbach baden
Baden-Württenberg;08;1513;eppelheim baden
Baden-Württenberg;08;1514;heddesheim baden
Baden-Württenberg;08;1515;hemsbach bergstraße
Baden-Württenberg;08;1516;hockenheim
Baden-Württenberg;08;1517;ketsch rhein
Baden-Württenberg;08;1518;ladenburg
Baden-Württenberg;08;1519;laudenbach bergstraße
Baden-Württenberg;08;1520;leimen baden
Baden-Württenberg;08;1521;malsch bei wiesloch
Baden-Württenberg;08;1522;mauer baden
Baden-Württenberg;08;1523;meckesheim
Baden-Württenberg;08;1524;mühlhausen kraichgau
Baden-Württenberg;08;1525;neckargemünd
Baden-Württenberg;08;1526;neulußheim
Baden-Württenberg;08;1527;nußloch
Baden-Württenberg;08;1528;oftersheim
Baden-Württenberg;08;1529;plankstadt
Baden-Württenberg;08;1530;rauenberg kraichgau
Baden-Württenberg;08;1531;reilingen
Baden-Württenberg;08;1532;sandhausen baden
Baden-Württenberg;08;1533;schriesheim
Baden-Württenberg;08;1534;schwetzingen
Baden-Württenberg;08;1535;sinsheim
Baden-Württenberg;08;1536;waibstadt
Baden-Württenberg;08;1537;walldorf baden
Baden-Württenberg;08;1538;weinheim bergstraße
Baden-Württenberg;08;1539;wiesloch
Baden-Württenberg;08;1540;angelbachtal
Baden-Württenberg;08;1541;sankt leon-rot
Baden-Württenberg;08;1542;edingen-neckarhausen
Baden-Württenberg;08;1543;hirschberg an der bergstraße
Baden-Württenberg;08;1544;pforzheim
Baden-Württenberg;08;1545;altensteig württemberg
Baden-Württenberg;08;1546;althengstett
Baden-Württenberg;08;1547;bad liebenzell
Baden-Württenberg;08;1548;bad herrenalb
Baden-Württenberg;08;1549;nagold
Baden-Württenberg;08;1550;schömberg bei neuenbürg
Baden-Württenberg;08;1551;bad wildbad
Baden-Württenberg;08;1552;calw
Baden-Württenberg;08;1553;birkenfeld württemberg
Baden-Württenberg;08;1554;engelsbrand
Baden-Württenberg;08;1555;illingen württemberg
Baden-Württenberg;08;1556;ispringen
Baden-Württenberg;08;1557;maulbronn
Baden-Württenberg;08;1558;mühlacker
Baden-Württenberg;08;1559;neuenbürg württemberg
Baden-Württenberg;08;1560;neuhausen enzkreis
Baden-Württenberg;08;1561;ötisheim
Baden-Württenberg;08;1562;keltern
Baden-Württenberg;08;1563;remchingen
Baden-Württenberg;08;1564;straubenhardt
Baden-Württenberg;08;1565;neulingen enzkreis
Baden-Württenberg;08;1566;kämpfelbach
Baden-Württenberg;08;1567;königsbach-stein
Baden-Württenberg;08;1568;alpirsbach
Baden-Württenberg;08;1569;baiersbronn
Baden-Württenberg;08;1570;dornstetten
Baden-Württenberg;08;1571;empfingen
Baden-Württenberg;08;1572;freudenstadt
Baden-Württenberg;08;1573;eutingen im gäu
Baden-Württenberg;08;1574;horb am neckar
Baden-Württenberg;08;1575;loßburg
Baden-Württenberg;08;1576;pfalzgrafenweiler
Baden-Württenberg;08;1577;waldachtal
Baden-Württenberg;08;1578;freiburg im breisgau
Baden-Württenberg;08;1579;bad krozingen
Baden-Württenberg;08;1580;badenweiler
Baden-Württenberg;08;1581;breisach am rhein
Baden-Württenberg;08;1582;buchenbach breisgau
Baden-Württenberg;08;1583;buggingen
Baden-Württenberg;08;1584;eichstetten am kaiserstuhl
Baden-Württenberg;08;1585;gundelfingen breisgau
Baden-Württenberg;08;1586;heitersheim
